date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,1,77546039.0,74 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,1,83105115.0,79 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,040dr,040dr_020,,,1,1008533302.0,962 MB,yes,yes
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,448bb,448bb_230,,,1,578462015.0,552 MB,yes,yes
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,040dr,040dr_020,,,1,1009978407.0,963 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,448bb,448bb_230,,,1,578050748.0,551 MB,yes,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,040dr,040dr_020,,,1,84651130.0,81 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,313ak,313ak_110,,,1,649315228.0,619 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,354wh,354wh_120,,,1,990624106.0,945 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,363up,363up_265,,,1,444280854.0,424 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,081ok,081ok_100,,,1,7616616076.0,7264 MB,yes,yes
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,257kl,257kl_170,,,1,20015613320.0,19 GB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,313ak,313ak_110,,,1,7795857014.0,7435 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,354wh,354wh_120,,,2,19340810403.0,18 GB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,354wh,354wh_130,,,1,11665580499.0,11 GB,yes,yes
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,363up,363up_265,,,1,4890312603.0,4664 MB,yes,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,363up,363up_265,,,1,2055770367.0,1961 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,446cs,446cs_100,,,1,2339843540.0,2231 MB,yes,yes
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,449pp,449pp_015,,,1,8753073962.0,8348 MB,yes,yes
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,449pp,449pp_015,,,1,8713409965.0,8310 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,010pk,010pk_130,,,1,3875929.0,3785 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,010pk,010pk_130,,,1,2181400278.0,2080 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,1456.0,1456 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,15995.0,16 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,1408.0,1408 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,393.0,393 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,404.0,404 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,3618.0,3618 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,368.0,368 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,363.0,363 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,397.0,397 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,2915034.0,2847 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,395.0,395 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,81569888.0,78 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,420664.0,411 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,862.0,862 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,865.0,865 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,040dr,040dr_020,,,1,1713195.0,1673 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,081ok,081ok_100,,,1,1256.0,1256 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,081ok,081ok_100,,,1,4843456.0,4730 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,081ok,081ok_100,,,1,5476645799.0,5223 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,257kl,257kl_170,,,1,1254.0,1254 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,257kl,257kl_170,,,1,7706025.0,7525 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,257kl,257kl_170,,,1,20499517176.0,19 GB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,313ak,313ak_110,,,1,1256.0,1256 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,313ak,313ak_110,,,1,4547163.0,4441 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_120,,,2,2508.0,2508 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_120,,,1,5819655.0,5683 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_120,,,1,10850234073.0,10 GB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_130,,,1,1256.0,1256 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_130,,,1,5481611.0,5353 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_130,,,1,12910787786.0,12 GB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,363up,363up_265,,,2,2163.0,2163 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,363up,363up_265,,,1,6224064.0,6078 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,363up,363up_265,,,1,4792817635.0,4571 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,446cs,446cs_100,,,1,1256.0,1256 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,446cs,446cs_100,,,1,2847148.0,2780 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,446cs,446cs_100,,,1,1756324216.0,1675 MB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,1456.0,1456 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,21475.0,21 kB,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,309.0,309 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,393.0,393 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,404.0,404 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,9139.0,9139 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,368.0,368 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,363.0,363 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,854.0,854 bytes,,
2021-11-10,2021-11-08,2021-11-01,2021,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,448bb,448bb_230,,,1,859.0,859 bytes,,
