date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,anim,,zla01,zla01_amyc03,,,1,148916028.0,142 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,animbald,,zla01,zla01_amyc03,,,1,148915373.0,142 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,layout,,zla01,zla01_amyc03,,,3,2073742425.0,1978 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,layout,,zla01,zla01_amyc04,,,1,688665756.0,657 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,layout,,zph002,zph002_400,,,1,1114305968.0,1063 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,layout,,zph002,zph002_500,,,1,690093458.0,658 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,layout,,zph002,zph002_600,,,2,510773525.0,487 MB,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,2,1068.0,1068 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,4,5593.0,5593 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,1,7218.0,7218 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,2,326.0,326 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,2,344.0,344 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,2,884.0,884 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,2,348.0,348 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,2,344.0,344 bytes,,
2019-05-31,2019-05-27,2019-05-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zla01,zla01_amyc03,,,1,2273.0,2273 bytes,,
