date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,global,,,,,,,1,551.0,551 bytes,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,global,,,,,,,1,882.0,882 bytes,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,entity,,zrt010,zrt010_weapon_grapple_hook02,,,1,173826261.0,166 MB,yes,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,030sl,030sl_130,,,1,68214767.0,65 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,051ra,051ra_080,,,1,97592057.0,93 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,051ra,051ra_220,,,1,73977444.0,71 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,053th,053th_380,,,1,109389909.0,104 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,060jm,060jm_240,,,1,57456059.0,55 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_110,,,1,60378319.0,58 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_290,,,1,98029525.0,93 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_120,,,1,67135476.0,64 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_170,,,1,71542829.0,68 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_300,,,1,69651272.0,66 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,095dd,095dd_210,,,1,64886490.0,62 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,095dd,095dd_330,,,1,63748560.0,61 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,095dd,095dd_380,,,1,66263822.0,63 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,zfx02,zfx02_megamind_explosion01,,,1,66750403.0,64 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,030sl,030sl_080,,,1,70319314.0,67 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,030sl,030sl_100_in01,,,1,77816220.0,74 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,030sl,030sl_130,,,1,47141774.0,45 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,051ra,051ra_010_ms01,,,1,75578624.0,72 MB,,
2021-01-05,2021-01-04,2021-01-01,2021,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,051ra,051ra_080,,,1,70060405.0,67 MB,,
