date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,2,40051882.0,38 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,354wh,354wh_080,,,3,3777047732.0,3602 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,354wh,354wh_080,,,2,2558835621.0,2440 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,354wh,354wh_080,,,2,588234829.0,561 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,030sl,030sl_230,,,1,442180245.0,422 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,257kl,257kl_285,,,1,442074329.0,422 MB,yes,yes
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,030sl,030sl_230,,,1,6674089525.0,6365 MB,yes,yes
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,257kl,257kl_285,,,1,5108873596.0,4872 MB,yes,yes
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,357fl,357fl_370,,,2,4756092307.0,4536 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,lighting,,357fl,357fl_370,,,1,227183495.0,217 MB,yes,yes
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,lighting,,357fl,357fl_370,,,1,227198218.0,217 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,lightingdiagnostic,,357fl,357fl_370,,,2,42107419.0,40 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,030sl,030sl_230,,,1,1256.0,1256 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,030sl,030sl_230,,,2,18044416.0,17 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,030sl,030sl_230,,,1,342452315.0,327 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,257kl,257kl_285,,,1,1256.0,1256 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,257kl,257kl_285,,,2,9859827.0,9629 kB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,257kl,257kl_285,,,1,10691877327.0,10197 MB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,2912.0,2912 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,18260.0,18 kB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,2824.0,2824 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,1110.0,1110 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,3,121409.0,119 kB,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,786.0,786 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,808.0,808 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,3254.0,3254 bytes,,
2022-01-12,2022-01-10,2022-01-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,354wh,354wh_080,,,2,736.0,736 bytes,,
