date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,010pk,010pk_320,,,1,71507238.0,68 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,081ok,081ok_080,,,1,75066928.0,72 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_090,,,1,56990645.0,54 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_095,,,1,92186643.0,88 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_165,,,1,125100893.0,119 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_240,,,1,111656321.0,106 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_250,,,1,58493282.0,56 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,085sa,085sa_360,,,1,147390242.0,141 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_085,,,1,75576110.0,72 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_090,,,1,73195449.0,70 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_110,,,1,71598547.0,68 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_130,,,1,69363820.0,66 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_140,,,1,68080447.0,65 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_150,,,1,78766453.0,75 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_180,,,1,62438624.0,60 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_290,,,1,54754869.0,52 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_300,,,1,65395918.0,62 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,fxinput,,091ls,091ls_310,,,1,59032751.0,56 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,081ok,081ok_050,,,1,74623946.0,71 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,081ok,081ok_080,,,1,69916096.0,67 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,081ok,081ok_120,,,1,74140407.0,71 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,081ok,081ok_140,,,1,75525811.0,72 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,081ok,081ok_160,,,1,76239724.0,73 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_085,,,1,46823856.0,45 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_090,,,1,69396636.0,66 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_110,,,1,69033576.0,66 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_130,,,1,56884024.0,54 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_140,,,1,69372616.0,66 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_150,,,1,75618650.0,72 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_180,,,1,75526551.0,72 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_290,,,1,67209392.0,64 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,lightinginput,,091ls,091ls_300,,,1,78992252.0,75 MB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,010pk,010pk_280,,,1,1413.0,1413 bytes,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,010pk,010pk_280,,,1,463027.0,452 kB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,010pk,010pk_280,,,1,463027.0,452 kB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,010pk,010pk_320,,,1,406660.0,397 kB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,010pk,010pk_320,,,1,407561.0,398 kB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,053th,053th_060,,,1,3384820.0,3305 kB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,053th,053th_080,,,1,3376772.0,3298 kB,,
2020-11-11,2020-11-09,2020-11-01,2020,project10,86ad29c6c8c654af4862a6853ec70953,Asset,Master,shot,,,053th,053th_330,,,1,1412.0,1412 bytes,,
