date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,4,80254785.0,77 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,2,89356418.0,85 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,1,32430990.0,31 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,1,27179.0,27 kB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,global,,,,,,,1,40008083.0,38 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk020,mk020_010,,,1,708639109.0,676 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk020,mk020_010,,,1,708480205.0,676 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk020,mk020_020,,,1,675246486.0,644 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk020,mk020_080,,,1,362475681.0,346 MB,yes,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk021,mk021_140,,,1,699650977.0,667 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk021,mk021_140,,,1,699285278.0,667 MB,yes,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,anim,,mk021,mk021_140,,,2,1399367106.0,1335 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,mk020,mk020_010,,,2,1412884705.0,1347 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,mk020,mk020_020,,,1,675738834.0,644 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,mk020,mk020_080,,,1,362474836.0,346 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animbase,,mk021,mk021_140,,,4,2798311957.0,2669 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,mk020,mk020_010,,,2,321224758.0,306 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,mk020,mk020_020,,,1,222694061.0,212 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,mk020,mk020_080,,,1,365134863.0,348 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,animqc,,mk021,mk021_140,,,4,1083301239.0,1033 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,170td,170td_395,,,1,805109859.0,768 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,240tv,240tv_170,,,1,898302527.0,857 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,267mw,267mw_100,,,1,1030178631.0,982 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,comp,,267mw,267mw_100,,,1,1030180849.0,982 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,170td,170td_395,,,1,9564908870.0,9122 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,240tv,240tv_170,,,1,10238487596.0,9764 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,267mw,267mw_100,,,1,10713536217.0,10217 MB,yes,yes
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,layerpack,,267mw,267mw_100,,,1,10713548377.0,10217 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,170td,170td_395,,,1,1254.0,1254 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,170td,170td_395,,,4,78755509.0,75 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,170td,170td_395,,,1,860256747.0,820 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,170td,170td_395,,,1,330932867.0,316 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,170td,170td_395,,,1,310553789.0,296 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,170td,170td_395,,,1,9464077227.0,9026 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,240tv,240tv_170,,,1,1256.0,1256 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,240tv,240tv_170,,,1,14341538.0,14 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,240tv,240tv_170,,,1,10145634484.0,9676 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,267mw,267mw_100,,,2,2516.0,2516 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,267mw,267mw_100,,,2,10882296.0,10 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,1798.0,1798 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,10131.0,10131 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,3868.0,3868 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,1,554.0,554 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,786.0,786 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,806.0,806 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,3260.0,3260 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,736.0,736 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,726.0,726 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,952.0,952 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,778.0,778 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,286634008.0,273 MB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,794.0,794 bytes,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,5118466.0,4999 kB,,
2022-05-12,2022-05-09,2022-05-01,2022,project10,f8cab27b320519c104da11cee865b337,Asset,Master,shot,,,mk020,mk020_010,,,2,790.0,790 bytes,,
