date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,layerpack,,mk021,mk021_110,,,1,8152253207.0,7775 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,lighting,,mk021,mk021_110,,,2,1529872508.0,1459 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,1272.0,1272 bytes,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,19730.0,19 kB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,7139634.0,6972 kB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,14635717975.0,14 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,14625997369.0,14 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,11328525186.0,11 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,15577006265.0,15 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,936386504.0,893 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,14526834272.0,14 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,936363860.0,893 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,17603711522.0,16 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,16246346681.0,15 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,15127134455.0,14 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,16520840854.0,15 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,14365300812.0,13 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,3545540232.0,3381 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,13891294802.0,13 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,936432260.0,893 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,12546532397.0,12 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,11926807520.0,11 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,16248372310.0,15 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,6106291826.0,5823 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,16349842795.0,15 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,46430873633.0,43 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,2,936318312.0,893 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,12427094835.0,12 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,2677770056.0,2554 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,8025143644.0,7653 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,11391738509.0,11 GB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,660785387.0,630 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,9171762662.0,8747 MB,,
2022-06-05,2022-05-30,2022-06-01,2022,project10,54a2c04e8c5b576335cdda318baf8bb6,Asset,Master,shot,,,mk021,mk021_110,,,1,12902748661.0,12 GB,,
