date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,1069.0,1069 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,289.0,289 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,378.0,378 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,384.0,384 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,382.0,382 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,378.0,378 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,scene,,,zpv360,,,,1,360.0,360 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,528.0,528 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,171.0,171 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,163.0,163 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,172.0,172 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,441.0,441 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,174.0,174 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,172.0,172 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1158.0,1158 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,170.0,170 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,168.0,168 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,429.0,429 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,169.0,169 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,171.0,171 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,491.0,491 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,2867.0,2867 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,174.0,174 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,2311.0,2311 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,395.0,395 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,401.0,401 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,399.0,399 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,395.0,395 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,493.0,493 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,160.0,160 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,238.0,238 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,236.0,236 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,240.0,240 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,240.0,240 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,242.0,242 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,247.0,247 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,238.0,238 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,242.0,242 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,626.0,626 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1915.0,1915 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1906.0,1906 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1888.0,1888 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1870.0,1870 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1852.0,1852 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1852.0,1852 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1888.0,1888 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1906.0,1906 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1951.0,1951 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1915.0,1915 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1897.0,1897 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1915.0,1915 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,1906.0,1906 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,388.0,388 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,245.0,245 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,244.0,244 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,240.0,240 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,9381a3dbd6cb021895e14bb3388d8d09,Asset,Master,shot,,,zpv360,zpv360_010,,,1,246.0,246 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,64fd04e24461db5dcee2f5efbf9711c0,Asset,Master,global,,,,,,,3,4941.0,4941 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,64fd04e24461db5dcee2f5efbf9711c0,Asset,Master,global,,,,,,,3,1146.0,1146 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,64fd04e24461db5dcee2f5efbf9711c0,Asset,Master,global,,,,,,,3,1686439.0,1647 kB,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,64fd04e24461db5dcee2f5efbf9711c0,Asset,Master,global,,,,,,,3,194790306.0,186 MB,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,64fd04e24461db5dcee2f5efbf9711c0,Asset,Master,global,,,,,,,3,66854946.0,64 MB,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,7b7ddc8143f8b8cae1b3f3540f513023,Asset,Master,global,,,,,,,1,26470.0,26 kB,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,global,,,,,,,1,415.0,415 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,global,,,,,,,1,415.0,415 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,global,,,,,,,1,445.0,445 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,global,,,,,,,1,6183.0,6183 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,global,,,,,,,1,306.0,306 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,shot,,,zmt010,zmt010_testcamera01,,,1,688.0,688 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,shot,,,zmt010,zmt010_testcamera01,,,1,332.0,332 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,shot,,,zmt010,zmt010_testcamera01,,,1,651.0,651 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,shot,,,zmt010,zmt010_testcamera01,,,1,388.0,388 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,shot,,,zmt010,zmt010_testcamera01,,,1,651.0,651 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,6c602733f386c9115b342ac71103c75f,Asset,Master,shot,,,zmt010,zmt010_testcamera01,,,1,440.0,440 bytes,,
2019-04-16,2019-04-15,2019-04-01,2019,project10,0251f87bcdcd6cb5e975e7807c6e0d1e,Asset,Master,shot,,,zax01,zax01_jamesp01,,,1,542.0,542 bytes,,
