date,week,month,year,project,username,atype,vtype,assettype,reviewtype,pkgtype,scene,shot,eftype,state,count,bytes,size,intreviewed,dirreviewed
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,717.0,717 bytes,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,7801877.0,7619 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,3652.0,3652 bytes,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,368109.0,359 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,368109.0,359 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,368109.0,359 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,241531.0,236 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,global,,,,,,,1,368109.0,359 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,19ac1730687b0a04485502aeb9074b79,Asset,Master,shot,modelling,,zmt010,zmt010_animal_shelter_fire_extinguish01,,,1,70126458.0,67 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,anim,,zcx01,zcx01_testbed04,,,1,1117446011.0,1066 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,anim,,zcx01,zcx01_training07,,,1,1923284459.0,1834 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,anim,,zph025,zph025_030,,,1,4590062645.0,4377 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,animbald,,zcx01,zcx01_suprom03,,,1,397479893.0,379 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,animbald,,zcx01,zcx01_testbed04,,,1,1117266372.0,1066 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,animbald,,zcx01,zcx01_training07,,,1,1894353315.0,1807 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,animbald,,zph025,zph025_030,,,1,4562885889.0,4352 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,charfx,,zcx01,zcx01_suprom03,,,1,6093111.0,5950 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,charfx,,zcx01,zcx01_testbed04,,,2,114502727.0,109 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,charfx,,zcx01,zcx01_training07,,,2,89118780.0,85 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,fxinput,,zcx01,zcx01_suprom03,,,1,672605000.0,641 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,fxinput,,zcx01,zcx01_testbed04,,,2,2233413508.0,2130 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,fxinput,,zcx01,zcx01_training07,,,2,3797141716.0,3621 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,fxinput,,zph025,zph025_030,,,1,4595824894.0,4383 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,layout,,zph025,zph025_030,,,1,4538869179.0,4329 MB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,lightinginput,,zph025,zph025_030,,,1,732396.0,715 kB,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zcx01,zcx01_suprom03,,,1,2981.0,2981 bytes,,
2019-09-05,2019-09-02,2019-09-01,2019,project10,51f07721ef8812bf6b084e9b81e70b37,Asset,Master,shot,,,zcx01,zcx01_suprom03,,,1,1482.0,1482 bytes,,
