date,week,month,year,lpath,show,jobnumber,tasktype,dept,task,scene,shot,entitytype,entity,jiraproject,jiraissue,username,zone,entries,days_logged,days_signed_off
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(267mw)/SHOT(267mw_100)/DEPT(comp)/TASK(comp),project10,7547,shot,comp,comp,267mw,267mw_100,,,,,010d9417c18c3061e4de7d21db7405dd,Vancouver,1,0.50000000000000000000,0.50000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(257kl)/SHOT(257kl_230)/DEPT(comp)/TASK(comp),project10,7547,shot,comp,comp,257kl,257kl_230,,,,,010d9417c18c3061e4de7d21db7405dd,Vancouver,1,0.50000000000000000000,0.50000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(475sp)/SHOT(475sp_050)/DEPT(charfinal)/TASK(char_final),project10,7547,shot,charfinal,char_final,475sp,475sp_050,,,,,020531bae4f9c5b7b1bb8490948e014c,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(zcf01)/SHOT(zcf01_alfredoa15)/DEPT(charfinal)/TASK(char_final),project10,7547,z-shot,charfinal,char_final,zcf01,zcf01_alfredoa15,,,,,020531bae4f9c5b7b1bb8490948e014c,Vancouver,1,0.62500000000000000000,0.62500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0251f87bcdcd6cb5e975e7807c6e0d1e,Vancouver,1,0.25000000000000000000,0.25000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(meeting),project10,7547,global-meeting,,meeting,,,,,,,0251f87bcdcd6cb5e975e7807c6e0d1e,Vancouver,2,0.50000000000000000000,0.50000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(441lo)/SHOT(441lo_130)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,441lo,441lo_130,,,,,03a7b3e21a5a6485170c9fe20abb68cf,Vancouver,1,0.68750000000000000000,0.68750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(441lo)/SHOT(441lo_120)/DEPT(anim)/TASK(anim_blocking),project10,7547,shot,anim,anim_blocking,441lo,441lo_120,,,,,03a7b3e21a5a6485170c9fe20abb68cf,Vancouver,1,0.31250000000000000000,0.31250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(448bb)/SHOT(448bb_250)/DEPT(layout)/TASK(rough_layout),project10,7547,shot,layout,rough_layout,448bb,448bb_250,,,,,0506dc116835f12dd3e11c4391b8d933,Vancouver,1,0.06250000000000000000,0.06250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(448bb)/SHOT(448bb_260)/DEPT(layout)/TASK(rough_layout),project10,7547,shot,layout,rough_layout,448bb,448bb_260,,,,,0506dc116835f12dd3e11c4391b8d933,Vancouver,1,0.06250000000000000000,0.06250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0506dc116835f12dd3e11c4391b8d933,Vancouver,2,0.81250000000000000000,0.81250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(448bb)/SHOT(448bb_240)/DEPT(layout)/TASK(rough_layout),project10,7547,shot,layout,rough_layout,448bb,448bb_240,,,,,0506dc116835f12dd3e11c4391b8d933,Vancouver,1,0.06250000000000000000,0.06250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(123rk)/SHOT(123rk_230)/DEPT(light)/TASK(final_lighting),project10,7547,shot,light,final_lighting,123rk,123rk_230,,,,,06a035704c1f914cfbee1d6272ef2966,Vancouver,1,0.12500000000000000000,0.12500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(170td)/SHOT(170td_350)/DEPT(light)/TASK(light_qc),project10,7547,shot,light,light_qc,170td,170td_350,,,,,06a035704c1f914cfbee1d6272ef2966,Vancouver,1,0.25000000000000000000,0.25000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(123rk)/SHOT(123rk_440)/DEPT(light)/TASK(shot_lighting),project10,7547,shot,light,shot_lighting,123rk,123rk_440,,,,,06a035704c1f914cfbee1d6272ef2966,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(123rk)/SHOT(123rk_460)/DEPT(light)/TASK(shot_lighting),project10,7547,shot,light,shot_lighting,123rk,123rk_460,,,,,06a035704c1f914cfbee1d6272ef2966,Vancouver,1,0.25000000000000000000,0.25000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,08e39315e3dea83c387af90b2ba8e04a,Vancouver,2,1.0625000000000000,1.0625000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,097937e8fe1983b037d5ffb4a0aaac10,Vancouver,2,1.0625000000000000,1.0625000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(light)/JIRAISSUE(light_1743),project10,7547,jira-issue,,,,,,,light,light_1743,09c0fe5c6b6b75f64cb5e4e23c9f649f,Vancouver,4,0.68750000000000000000,0.68750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0bae1816f29563758f6e02a95790b0a2,Vancouver,2,1.2187500000000000,1.2187500000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(335ak)/SHOT(335ak_195)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,335ak,335ak_195,,,,,0caf8ed8f3c9b2f2f59b47ccd548a29c,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0d0de813c1105498e3435dd2fbf7fa26,Vancouver,1,1.1562500000000000,1.1562500000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,0e0d0caea7134c3b68dcddaad5cc76da,Vancouver,2,1.1875000000000000,1.1875000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(089ug)/SHOT(089ug_180)/DEPT(comp)/TASK(comp_qc),project10,7547,shot,comp,comp_qc,089ug,089ug_180,,,,,0e62a268e1da6fd1a340bcfd71495012,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(123rk)/SHOT(123rk_190)/DEPT(comp)/TASK(comp_qc),project10,7547,shot,comp,comp_qc,123rk,123rk_190,,,,,0e62a268e1da6fd1a340bcfd71495012,Vancouver,1,0.62500000000000000000,0.62500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(441lo)/SHOT(441lo_027)/DEPT(anim)/TASK(anim_blocking),project10,7547,shot,anim,anim_blocking,441lo,441lo_027,,,,,0e77c0358a81d13e49543b55ce5faf5d,Vancouver,1,0.25000000000000000000,0.25000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(354wh)/SHOT(354wh_130)/DEPT(anim)/TASK(anim_qc),project10,7547,shot,anim,anim_qc,354wh,354wh_130,,,,,0e77c0358a81d13e49543b55ce5faf5d,Vancouver,2,0.75000000000000000000,0.75000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,0ecf87ea45e9b605c495c17e21bbf182,Vancouver,2,1.0312500000000000,1.0312500000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(051ra)/SHOT(051ra_015)/DEPT(charfx)/TASK(charfx),project10,7547,shot,charfx,charfx,051ra,051ra_015,,,,,101bdaab095bc03c8de07c64f092a3fb,Vancouver,3,0.87500000000000000000,0.87500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(377kf)/SHOT(377kf_780)/DEPT(charfx)/TASK(charfx_techfix),project10,7547,shot,charfx,charfx_techfix,377kf,377kf_780,,,,,101bdaab095bc03c8de07c64f092a3fb,Vancouver,1,0.12500000000000000000,0.12500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(377kf)/SHOT(377kf_640)/DEPT(anim)/TASK(anim_blocking),project10,7547,shot,anim,anim_blocking,377kf,377kf_640,,,,,13dfcc8e24d57bc9263a8694dd478454,Vancouver,1,0.43750000000000000000,0.43750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(377kf)/SHOT(377kf_620)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,377kf,377kf_620,,,,,13dfcc8e24d57bc9263a8694dd478454,Vancouver,2,0.56250000000000000000,0.56250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(as)/JIRAISSUE(as_4296),project10,7547,jira-issue,,,,,,,as,as_4296,1522cb2a0651067dae66508d55b9d2c9,Vancouver,1,0.62500000000000000000,0.62500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(as)/JIRAISSUE(as_3796),project10,7547,jira-issue,,,,,,,as,as_3796,1522cb2a0651067dae66508d55b9d2c9,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(054am)/SHOT(054am_610)/DEPT(fx)/TASK(fx),project10,7547,shot,fx,fx,054am,054am_610,,,,,16161ae6b005140db795fea5b54a8a77,Vancouver,2,0.43750000000000000000,0.43750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(170td)/SHOT(170td_320)/DEPT(fx)/TASK(fx),project10,7547,shot,fx,fx,170td,170td_320,,,,,16161ae6b005140db795fea5b54a8a77,Vancouver,2,0.56250000000000000000,0.56250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(335ak)/SHOT(335ak_240)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,335ak,335ak_240,,,,,17a56ef1f24263d518a0d5ffa01d4f5e,Vancouver,1,1.00000000000000000000,1.00000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(475sp)/SHOT(475sp_020)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,475sp,475sp_020,,,,,1cdba494d505b1ea6fcf1e6cef7e7527,Vancouver,2,0.87500000000000000000,0.87500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(162la)/SHOT(162la_240)/DEPT(anim)/TASK(anim_qc),project10,7547,shot,anim,anim_qc,162la,162la_240,,,,,1cdba494d505b1ea6fcf1e6cef7e7527,Vancouver,1,0.12500000000000000000,0.12500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(095dd)/SHOT(095dd_650_in01)/DEPT(charfx)/TASK(charfx),project10,7547,shot,charfx,charfx,095dd,095dd_650_in01,,,,,217708171b6e30e46289680d88687eff,Vancouver,2,1.2500000000000000,1.2500000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(357fl)/SHOT(357fl_250)/DEPT(light)/TASK(final_lighting),project10,7547,shot,light,final_lighting,357fl,357fl_250,,,,,24b150da78bbc0b9ed48bc5a420a48ce,Vancouver,2,0.68750000000000000000,0.68750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(475sp)/SHOT(475sp_020)/DEPT(light)/TASK(key_lighting),project10,7547,shot,light,key_lighting,475sp,475sp_020,,,,,24b150da78bbc0b9ed48bc5a420a48ce,Vancouver,1,0.12500000000000000000,0.12500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(zap02)/SHOT(zap02_lulu_mutant01)/DEPT(light)/TASK(shot_lighting),project10,7547,z-shot,light,shot_lighting,zap02,zap02_lulu_mutant01,,,,,24b150da78bbc0b9ed48bc5a420a48ce,Vancouver,1,0.18750000000000000000,0.18750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(meeting),project10,7547,global-meeting,,meeting,,,,,,,24ccf62df0e5d8b9b77b34adcd73b96b,Vancouver,1,0.06250000000000000000,0.06250000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(img)/JIRAISSUE(img_1519),project10,7547,jira-issue,,,,,,,img,img_1519,24ccf62df0e5d8b9b77b34adcd73b96b,Vancouver,1,0.21875000000000000000,0.21875000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(060jm)/SHOT(060jm_600)/DEPT(charfx)/TASK(charfx),project10,7547,shot,charfx,charfx,060jm,060jm_600,,,,,25369427ce4960de0a9c076796da20e2,Vancouver,1,1.00000000000000000000,1.00000000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(060jm)/SHOT(060jm_378)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,060jm,060jm_378,,,,,2abcd97a39bcf3029034a92f962199fe,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(162la)/SHOT(162la_370)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,162la,162la_370,,,,,2abcd97a39bcf3029034a92f962199fe,Vancouver,1,0.62500000000000000000,0.62500000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(356np)/SHOT(356np_550)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,356np,356np_550,,,,,2aedc0c470d1cb3810c66352b1f6203c,Vancouver,1,0.40625000000000000000,0.40625000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(356np)/SHOT(356np_530)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,356np,356np_530,,,,,2aedc0c470d1cb3810c66352b1f6203c,Vancouver,2,0.59375000000000000000,0.59375000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(051ra)/SHOT(051ra_230)/DEPT(light)/TASK(light_qc),project10,7547,shot,light,light_qc,051ra,051ra_230,,,,,2afa54307fd2d9fd364a6d2a5137550b,Vancouver,1,0.43750000000000000000,0.43750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(357fl)/SHOT(357fl_570)/DEPT(light)/TASK(final_lighting),project10,7547,shot,light,final_lighting,357fl,357fl_570,,,,,2afa54307fd2d9fd364a6d2a5137550b,Vancouver,1,0.18750000000000000000,0.18750000000000000000
2021-05-22,2021-05-17,2021-05-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(357fl)/SHOT(357fl_500)/DEPT(light)/TASK(light_qc),project10,7547,shot,light,light_qc,357fl,357fl_500,,,,,2afa54307fd2d9fd364a6d2a5137550b,Vancouver,1,0.18750000000000000000,0.18750000000000000000
