date,week,month,year,lpath,show,jobnumber,tasktype,dept,task,scene,shot,entitytype,entity,jiraproject,jiraissue,username,zone,entries,days_logged,days_signed_off
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0251f87bcdcd6cb5e975e7807c6e0d1e,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(department)/DEPT(rig)/TASK(td),project10,7547,global-dept,rig,td,,,,,,,04a74b841d9dd52bdf0809e95537f794,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(char)/ENTITY(merton_adlt01)/DEPT(rig)/TASK(rig_body),project10,7547,global-entity,rig,rig_body,,,char,merton_adlt01,,,04a74b841d9dd52bdf0809e95537f794,Vancouver,1,0.12500000000000000000,0.12500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(department)/DEPT(rig)/TASK(idle_tech),project10,7547,global-idle,rig,idle_tech,,,,,,,04a74b841d9dd52bdf0809e95537f794,Vancouver,1,0.50000000000000000000,0.50000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/SCENE(057sd)/SHOT(057sd_070)/DEPT(layout)/TASK(rough_layout),project10,7547,shot,layout,rough_layout,057sd,057sd_070,,,,,0506dc116835f12dd3e11c4391b8d933,Vancouver,1,0.50000000000000000000,0.50000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0506dc116835f12dd3e11c4391b8d933,Vancouver,2,0.50000000000000000000,0.50000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(department)/DEPT(light)/TASK(td),project10,7547,global-dept,light,td,,,,,,,09c0fe5c6b6b75f64cb5e4e23c9f649f,Vancouver,3,0.87500000000000000000,0.87500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(light)/JIRAISSUE(light_180),project10,7547,jira-issue,,,,,,,light,light_180,09c0fe5c6b6b75f64cb5e4e23c9f649f,Vancouver,1,0.12500000000000000000,0.12500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(char)/ENTITY(merton_adlt01)/DEPT(art)/TASK(art_sculpt),project10,7547,global-entity,art,art_sculpt,,,char,merton_adlt01,,,0ab12ce7a22b4c8ac9d6b14b3b5418bd,Vancouver,1,0.34375000000000000000,0.34375000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(char)/ENTITY(ace_adlt01)/DEPT(art)/TASK(art_expressions),project10,7547,global-entity,art,art_expressions,,,char,ace_adlt01,,,0ab12ce7a22b4c8ac9d6b14b3b5418bd,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(char)/ENTITY(batman_adlt01)/DEPT(art)/TASK(art_sculpt),project10,7547,global-entity,art,art_sculpt,,,char,batman_adlt01,,,0ab12ce7a22b4c8ac9d6b14b3b5418bd,Vancouver,1,0.28125000000000000000,0.28125000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(light)/JIRAISSUE(light_659),project10,7547,jira-issue,,,,,,,light,light_659,0bae1816f29563758f6e02a95790b0a2,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(set)/ENTITY(city_metropolis01)/DEPT(model)/TASK(model_standin),project10,7547,global-entity,model,model_standin,,,set,city_metropolis01,,,0bd560ec96598231b7183e18d05d5cb0,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0d0de813c1105498e3435dd2fbf7fa26,Vancouver,2,1.0937500000000000,1.0937500000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(set)/ENTITY(supe_apt_int01)/DEPT(art)/TASK(art_concept),project10,7547,global-entity,art,art_concept,,,set,supe_apt_int01,,,0db69847be9b4a26b8dbda4804b5458e,Vancouver,1,0.37500000000000000000,0.37500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(department)/DEPT(art)/TASK(art),project10,7547,global-dept,art,art,,,,,,,0db69847be9b4a26b8dbda4804b5458e,Vancouver,1,0.62500000000000000000,0.62500000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,0e0d0caea7134c3b68dcddaad5cc76da,Vancouver,2,1.1875000000000000,1.1875000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(department)/DEPT(layout)/TASK(training),project10,7547,global-dept,layout,training,,,,,,,11b8b23f5f21af941427d3011f5ab5ed,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(department)/DEPT(model)/TASK(td),project10,7547,global-dept,model,td,,,,,,,1522cb2a0651067dae66508d55b9d2c9,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(training),project10,7547,global-training,,training,,,,,,,19279374792470447003fee254a68bf6,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(set)/ENTITY(hall_justice_int01)/DEPT(art)/TASK(art_concept),project10,7547,global-entity,art,art_concept,,,set,hall_justice_int01,,,19ac1730687b0a04485502aeb9074b79,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(set)/ENTITY(park_hobbs_park01)/DEPT(art)/TASK(art_concept),project10,7547,global-entity,art,art_concept,,,set,park_hobbs_park01,,,2461e2f11dd0376f38bce8f41a795858,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7573)/ENTITYTYPE(char)/ENTITY(cat_hat_adlt02)/DEPT(rig)/TASK(rig_body),project10,7573,global-entity,rig,rig_body,,,char,cat_hat_adlt02,,,2abcd2515e6514dbe3441738fe3c6f41,Vancouver,2,0.75000000000000000000,0.75000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(char)/ENTITY(ace_adlt01)/DEPT(rig)/TASK(rig_body),project10,7547,global-entity,rig,rig_body,,,char,ace_adlt01,,,2abcd2515e6514dbe3441738fe3c6f41,Vancouver,1,0.25000000000000000000,0.25000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASKLEVEL(dev)/JIRAPROJECT(fx)/JIRAISSUE(fx_451),project10,7547,jira-issue,,,,,,,fx,fx_451,2b37e94b31061fcf1ff60181895281b0,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(edit),project10,7547,global-dept,,edit,,,,,,,2bffacc77210aa8dea736a7115f43ce3,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(edit),project10,7547,global-dept,,edit,,,,,,,3485c7b0be8bfe136d8f4cccc787d262,Vancouver,2,1.00000000000000000000,1.00000000000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,375b975bbd0cb99642fa772132b0dc23,Vancouver,2,1.2500000000000000,1.2500000000000000
2019-10-03,2019-09-30,2019-09-01,2019,/JOB(project10)/JOBNUMBER(7573)/TASKLEVEL(department)/DEPT(anim)/TASK(dev),project10,7573,global-dept,anim,dev,,,,,,,3d34999e0a8be5def66101bd0431761c,Vancouver,2,1.00000000000000000000,1.00000000000000000000
