date,week,month,year,lpath,show,jobnumber,tasktype,dept,task,scene,shot,entitytype,entity,jiraproject,jiraissue,username,zone,entries,days_logged,days_signed_off
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(051ra)/SHOT(051ra_350)/DEPT(anim)/TASK(animation),project10,7547,shot,anim,animation,051ra,051ra_350,,,,,013ef78fae93dd30d7787c65261ac1a1,Sydney,1,0.50000000000000000000,0.50000000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(267mw)/SHOT(267mw_030)/DEPT(anim)/TASK(anim_qc),project10,7547,shot,anim,anim_qc,267mw,267mw_030,,,,,013ef78fae93dd30d7787c65261ac1a1,Sydney,1,0.25000000000000000000,0.25000000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(085sa)/SHOT(085sa_070)/DEPT(anim)/TASK(anim_qc),project10,7547,shot,anim,anim_qc,085sa,085sa_070,,,,,013ef78fae93dd30d7787c65261ac1a1,Sydney,1,0.25000000000000000000,0.25000000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(prop)/ENTITY(vehicle_car01_wreck01)/DEPT(surf)/TASK(surf),project10,7547,global-entity,surf,surf,,,prop,vehicle_car01_wreck01,,,028b00e8390c4386d692b4400294eedf,Sydney,1,1.00000000000000000000,1.00000000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,02f94f61ed841742eabf23569b78e0f2,Sydney,3,1.00000000000000000000,1.00000000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(prod),project10,7547,global-prod,,prod,,,,,,,0655a8b08e57d08b984f61fd4dae10e5,Sydney,1,1.1250000000000000,1.1250000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/ENTITYTYPE(prop)/ENTITY(robot_part01)/DEPT(surf)/TASK(surf),project10,7547,global-entity,surf,surf,,,prop,robot_part01,,,077f551a03c115518ae572112194da95,Sydney,2,1.00000000000000000000,1.00000000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/TASK(supervision),project10,7547,global-supervision,,supervision,,,,,,,0bae1816f29563758f6e02a95790b0a2,Vancouver,1,0.28125000000000000000,0.28125000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(091ls)/SHOT(091ls_100)/DEPT(light)/TASK(shot_lighting),project10,7547,shot,light,shot_lighting,091ls,091ls_100,,,,,0bae1816f29563758f6e02a95790b0a2,Vancouver,1,0.34375000000000000000,0.34375000000000000000
2021-01-25,2021-01-25,2021-01-01,2021,/JOB(project10)/JOBNUMBER(7547)/SCENE(091ls)/SHOT(091ls_140)/DEPT(light)/TASK(shot_lighting),project10,7547,shot,light,shot_lighting,091ls,091ls_140,,,,,0bae1816f29563758f6e02a95790b0a2,Vancouver,1,0.12500000000000000000,0.12500000000000000000
